x,y,lat__lat,lon__long,identifier__identifiant,station_id__id_station,period_value__valeur_periode,period_group__groupe_periode,province__province,date,temp_mean__temp_moyenne,temp_mean_units__temp_moyenne_unites,temp_max__temp_max,temp_max_units__temp_max_unites,temp_min__temp_min,temp_min_units__temp_min_unites,total_precip__precip_totale,total_precip_units__precip_totale_unites,rain__pluie,rain_units__pluie_unites,snow__neige,snow_units__neige_unites,pressure_sea_level__pression_niveau_mer,pressure_sea_level_units__pression_niveau_mer_unite,pressure_station__pression_station,pressure_station_units__pression_station_unites,wind_speed__vitesse_vent,wind_speed_units__vitesse_vent_unites
-113.5833,53.3167,53.3167,-113.5833,3012205.1947.11,3012205,Nov,Monthly,AB,Nov-47,,C,,C,,C,24.9,mm,5.8,mm,19.1,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1947.12,3012205,Dec,Monthly,AB,Dec-47,,C,,C,,C,38.7,mm,0,mm,38.7,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1948.01,3012205,Jan,Monthly,AB,Jan-48,,C,,C,,C,31.7,mm,4,mm,27.7,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1948.02,3012205,Feb,Monthly,AB,Feb-48,,C,,C,,C,56.1,mm,0,mm,56.1,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1948.03,3012205,Mar,Monthly,AB,Mar-48,,C,,C,,C,17.9,mm,0.9,mm,17,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1948.04,3012205,Apr,Monthly,AB,Apr-48,,C,,C,,C,83.7,mm,14.2,mm,69.5,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1948.05,3012205,May,Monthly,AB,May-48,,C,,C,,C,48.8,mm,48.4,mm,0.4,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1948.06,3012205,Jun,Monthly,AB,Jun-48,,C,,C,,C,41.9,mm,41.9,mm,0,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1948.07,3012205,Jul,Monthly,AB,Jul-48,,C,,C,,C,74.2,mm,74.2,mm,0,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1948.08,3012205,Aug,Monthly,AB,Aug-48,,C,,C,,C,40.3,mm,40.3,mm,0,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1948.09,3012205,Sep,Monthly,AB,Sep-48,,C,,C,,C,30.7,mm,30.7,mm,0,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1948.10,3012205,Oct,Monthly,AB,Oct-48,,C,,C,,C,7.4,mm,6.7,mm,0.7,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1948.11,3012205,Nov,Monthly,AB,Nov-48,,C,,C,,C,17.5,mm,8.9,mm,8.6,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1948.12,3012205,Dec,Monthly,AB,Dec-48,,C,,C,,C,18.6,mm,0.3,mm,18.3,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1949.01,3012205,Jan,Monthly,AB,Jan-49,,C,,C,,C,30.8,mm,0.3,mm,30.5,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1949.02,3012205,Feb,Monthly,AB,Feb-49,,C,,C,,C,22.9,mm,0,mm,22.9,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1949.03,3012205,Mar,Monthly,AB,Mar-49,,C,,C,,C,14,mm,0.6,mm,13.4,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1949.04,3012205,Apr,Monthly,AB,Apr-49,,C,,C,,C,8.1,mm,8.1,mm,0,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1949.05,3012205,May,Monthly,AB,May-49,,C,,C,,C,41.2,mm,40.6,mm,0.6,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1949.06,3012205,Jun,Monthly,AB,Jun-49,,C,,C,,C,16.2,mm,16.2,mm,0,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1949.07,3012205,Jul,Monthly,AB,Jul-49,,C,,C,,C,135.8,mm,135.8,mm,0,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1949.08,3012205,Aug,Monthly,AB,Aug-49,,C,,C,,C,56.5,mm,56.5,mm,0,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1949.09,3012205,Sep,Monthly,AB,Sep-49,,C,,C,,C,18.1,mm,17.9,mm,0.2,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1949.10,3012205,Oct,Monthly,AB,Oct-49,,C,,C,,C,12.3,mm,10.4,mm,2,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1949.11,3012205,Nov,Monthly,AB,Nov-49,,C,,C,,C,18.1,mm,16,mm,2.1,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1949.12,3012205,Dec,Monthly,AB,Dec-49,,C,,C,,C,37.9,mm,0.3,mm,37.6,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1950.01,3012205,Jan,Monthly,AB,Jan-50,,C,,C,,C,36.2,mm,0,mm,36.2,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1950.02,3012205,Feb,Monthly,AB,Feb-50,,C,,C,,C,11.7,mm,0,mm,11.7,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1950.03,3012205,Mar,Monthly,AB,Mar-50,,C,,C,,C,8,mm,0.3,mm,7.7,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1950.04,3012205,Apr,Monthly,AB,Apr-50,,C,,C,,C,30,mm,0.6,mm,29.4,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1950.05,3012205,May,Monthly,AB,May-50,,C,,C,,C,23.9,mm,23.9,mm,0,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1950.06,3012205,Jun,Monthly,AB,Jun-50,,C,,C,,C,40,mm,40,mm,0,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1950.07,3012205,Jul,Monthly,AB,Jul-50,,C,,C,,C,77.6,mm,77.6,mm,0,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1950.08,3012205,Aug,Monthly,AB,Aug-50,,C,,C,,C,80.9,mm,80.9,mm,0,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1950.09,3012205,Sep,Monthly,AB,Sep-50,,C,,C,,C,27.6,mm,18.2,mm,9.4,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1950.10,3012205,Oct,Monthly,AB,Oct-50,,C,,C,,C,9.8,mm,5.5,mm,4.3,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1950.11,3012205,Nov,Monthly,AB,Nov-50,,C,,C,,C,25.8,mm,1.6,mm,24.3,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1950.12,3012205,Dec,Monthly,AB,Dec-50,,C,,C,,C,13.4,mm,0.6,mm,12.8,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1951.01,3012205,Jan,Monthly,AB,Jan-51,,C,,C,,C,29.9,mm,0,mm,29.9,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1951.02,3012205,Feb,Monthly,AB,Feb-51,,C,,C,,C,43,mm,0,mm,43,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1951.03,3012205,Mar,Monthly,AB,Mar-51,,C,,C,,C,43.2,mm,1.4,mm,41.8,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1951.04,3012205,Apr,Monthly,AB,Apr-51,,C,,C,,C,41.4,mm,20.8,mm,20.6,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1951.05,3012205,May,Monthly,AB,May-51,,C,,C,,C,82.7,mm,82.5,mm,0.2,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1951.06,3012205,Jun,Monthly,AB,Jun-51,,C,,C,,C,58.8,mm,58.8,mm,0,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1951.07,3012205,Jul,Monthly,AB,Jul-51,,C,,C,,C,121.1,mm,121.1,mm,0,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1951.08,3012205,Aug,Monthly,AB,Aug-51,,C,,C,,C,48.7,mm,48.7,mm,0,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1951.09,3012205,Sep,Monthly,AB,Sep-51,,C,,C,,C,25.3,mm,14.8,mm,10.5,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1951.10,3012205,Oct,Monthly,AB,Oct-51,,C,,C,,C,25.3,mm,7.8,mm,17.4,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1951.11,3012205,Nov,Monthly,AB,Nov-51,,C,,C,,C,30.3,mm,2.6,mm,27.7,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1951.12,3012205,Dec,Monthly,AB,Dec-51,,C,,C,,C,37.8,mm,12.2,mm,25.6,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1952.01,3012205,Jan,Monthly,AB,Jan-52,,C,,C,,C,51.6,mm,0.6,mm,51,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1952.02,3012205,Feb,Monthly,AB,Feb-52,,C,,C,,C,20.2,mm,0.6,mm,19.6,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1952.03,3012205,Mar,Monthly,AB,Mar-52,,C,,C,,C,18,mm,1.7,mm,16.3,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1952.04,3012205,Apr,Monthly,AB,Apr-52,,C,,C,,C,4,mm,2.2,mm,1.7,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1952.05,3012205,May,Monthly,AB,May-52,,C,,C,,C,46.3,mm,33.3,mm,13,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1952.06,3012205,Jun,Monthly,AB,Jun-52,,C,,C,,C,130.7,mm,130.7,mm,0,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1952.07,3012205,Jul,Monthly,AB,Jul-52,,C,,C,,C,99.3,mm,99.3,mm,0,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1952.08,3012205,Aug,Monthly,AB,Aug-52,,C,,C,,C,51.4,mm,51.4,mm,0,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1952.09,3012205,Sep,Monthly,AB,Sep-52,,C,,C,,C,37.7,mm,37.7,mm,0,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1952.10,3012205,Oct,Monthly,AB,Oct-52,,C,,C,,C,8.8,mm,8.3,mm,0.6,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1952.11,3012205,Nov,Monthly,AB,Nov-52,,C,,C,,C,7.5,mm,1.9,mm,5.7,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1952.12,3012205,Dec,Monthly,AB,Dec-52,,C,,C,,C,5.4,mm,0,mm,5.4,mm,,hPa,,hPa,,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1953.01,3012205,Jan,Monthly,AB,Jan-53,,C,,C,,C,58.3,mm,0,mm,58.3,mm,-9999.9,hPa,-9999.9,hPa,-9999.9,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1953.02,3012205,Feb,Monthly,AB,Feb-53,,C,,C,,C,12.2,mm,0.6,mm,11.6,mm,-9999.9,hPa,-9999.9,hPa,-9999.9,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1953.03,3012205,Mar,Monthly,AB,Mar-53,,C,,C,,C,51.6,mm,0,mm,51.6,mm,-9999.9,hPa,-9999.9,hPa,-9999.9,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1953.04,3012205,Apr,Monthly,AB,Apr-53,,C,,C,,C,35.4,mm,29,mm,6.4,mm,-9999.9,hPa,-9999.9,hPa,-9999.9,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1953.05,3012205,May,Monthly,AB,May-53,,C,,C,,C,52.7,mm,48.5,mm,4.2,mm,-9999.9,hPa,-9999.9,hPa,-9999.9,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1953.06,3012205,Jun,Monthly,AB,Jun-53,,C,,C,,C,119.1,mm,119.1,mm,0,mm,-9999.9,hPa,-9999.9,hPa,-9999.9,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1953.07,3012205,Jul,Monthly,AB,Jul-53,,C,,C,,C,203.8,mm,203.8,mm,0,mm,-9999.9,hPa,-9999.9,hPa,-9999.9,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1953.08,3012205,Aug,Monthly,AB,Aug-53,,C,,C,,C,125,mm,125,mm,0,mm,-9999.9,hPa,-9999.9,hPa,-9999.9,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1953.09,3012205,Sep,Monthly,AB,Sep-53,,C,,C,,C,13.8,mm,13.5,mm,0.2,mm,-9999.9,hPa,-9999.9,hPa,-9999.9,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1953.10,3012205,Oct,Monthly,AB,Oct-53,,C,,C,,C,11.2,mm,2,mm,9.1,mm,-9999.9,hPa,-9999.9,hPa,-9999.9,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1953.11,3012205,Nov,Monthly,AB,Nov-53,,C,,C,,C,14.3,mm,3.1,mm,11.2,mm,-9999.9,hPa,-9999.9,hPa,-9999.9,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1953.12,3012205,Dec,Monthly,AB,Dec-53,,C,,C,,C,29.8,mm,6,mm,23.8,mm,-9999.9,hPa,-9999.9,hPa,-9999.9,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1954.01,3012205,Jan,Monthly,AB,Jan-54,,C,,C,,C,17.9,mm,0,mm,17.9,mm,-9999.9,hPa,-9999.9,hPa,-9999.9,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1954.02,3012205,Feb,Monthly,AB,Feb-54,,C,,C,,C,12.3,mm,1.1,mm,11.2,mm,-9999.9,hPa,-9999.9,hPa,-9999.9,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1954.03,3012205,Mar,Monthly,AB,Mar-54,,C,,C,,C,33.1,mm,0.3,mm,32.8,mm,-9999.9,hPa,-9999.9,hPa,-9999.9,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1954.04,3012205,Apr,Monthly,AB,Apr-54,,C,,C,,C,30.9,mm,4.5,mm,26.4,mm,-9999.9,hPa,-9999.9,hPa,-9999.9,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1954.05,3012205,May,Monthly,AB,May-54,,C,,C,,C,89.9,mm,89.7,mm,0.2,mm,-9999.9,hPa,-9999.9,hPa,-9999.9,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1954.06,3012205,Jun,Monthly,AB,Jun-54,,C,,C,,C,84,mm,84,mm,0,mm,-9999.9,hPa,-9999.9,hPa,-9999.9,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1954.07,3012205,Jul,Monthly,AB,Jul-54,,C,,C,,C,108.2,mm,108.2,mm,0,mm,-9999.9,hPa,-9999.9,hPa,-9999.9,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1954.08,3012205,Aug,Monthly,AB,Aug-54,,C,,C,,C,152.3,mm,152.3,mm,0,mm,-9999.9,hPa,-9999.9,hPa,-9999.9,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1954.09,3012205,Sep,Monthly,AB,Sep-54,,C,,C,,C,14.5,mm,13.9,mm,0.6,mm,-9999.9,hPa,-9999.9,hPa,-9999.9,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1954.10,3012205,Oct,Monthly,AB,Oct-54,,C,,C,,C,12.1,mm,7.2,mm,4.9,mm,-9999.9,hPa,-9999.9,hPa,-9999.9,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1954.11,3012205,Nov,Monthly,AB,Nov-54,,C,,C,,C,9.5,mm,3.7,mm,5.8,mm,-9999.9,hPa,-9999.9,hPa,-9999.9,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1954.12,3012205,Dec,Monthly,AB,Dec-54,,C,,C,,C,6.1,mm,0,mm,6.1,mm,-9999.9,hPa,-9999.9,hPa,-9999.9,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1955.01,3012205,Jan,Monthly,AB,Jan-55,,C,,C,,C,16.3,mm,0.6,mm,15.7,mm,-9999.9,hPa,-9999.9,hPa,-9999.9,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1955.02,3012205,Feb,Monthly,AB,Feb-55,,C,,C,,C,21.9,mm,0.6,mm,21.3,mm,-9999.9,hPa,-9999.9,hPa,-9999.9,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1955.03,3012205,Mar,Monthly,AB,Mar-55,,C,,C,,C,31.7,mm,7.1,mm,24.6,mm,-9999.9,hPa,-9999.9,hPa,-9999.9,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1955.04,3012205,Apr,Monthly,AB,Apr-55,,C,,C,,C,101.6,mm,17.8,mm,83.8,mm,-9999.9,hPa,-9999.9,hPa,-9999.9,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1955.05,3012205,May,Monthly,AB,May-55,,C,,C,,C,18.1,mm,17.5,mm,0.6,mm,-9999.9,hPa,-9999.9,hPa,-9999.9,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1955.06,3012205,Jun,Monthly,AB,Jun-55,,C,,C,,C,40.1,mm,40.1,mm,0,mm,-9999.9,hPa,-9999.9,hPa,-9999.9,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1955.07,3012205,Jul,Monthly,AB,Jul-55,,C,,C,,C,139.3,mm,139.3,mm,0,mm,-9999.9,hPa,-9999.9,hPa,-9999.9,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1955.08,3012205,Aug,Monthly,AB,Aug-55,,C,,C,,C,24.7,mm,24.7,mm,0,mm,-9999.9,hPa,-9999.9,hPa,-9999.9,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1955.09,3012205,Sep,Monthly,AB,Sep-55,,C,,C,,C,94.7,mm,87.9,mm,6.8,mm,-9999.9,hPa,-9999.9,hPa,-9999.9,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1955.10,3012205,Oct,Monthly,AB,Oct-55,,C,,C,,C,29.8,mm,9.1,mm,20.7,mm,-9999.9,hPa,-9999.9,hPa,-9999.9,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1955.11,3012205,Nov,Monthly,AB,Nov-55,,C,,C,,C,17.4,mm,2.5,mm,15,mm,-9999.9,hPa,-9999.9,hPa,-9999.9,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1955.12,3012205,Dec,Monthly,AB,Dec-55,,C,,C,,C,55.8,mm,0,mm,55.8,mm,-9999.9,hPa,-9999.9,hPa,-9999.9,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1956.01,3012205,Jan,Monthly,AB,Jan-56,,C,,C,,C,34.1,mm,0,mm,34.1,mm,-9999.9,hPa,-9999.9,hPa,-9999.9,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1956.02,3012205,Feb,Monthly,AB,Feb-56,,C,,C,,C,37.1,mm,0.6,mm,36.5,mm,-9999.9,hPa,-9999.9,hPa,-9999.9,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1956.03,3012205,Mar,Monthly,AB,Mar-56,,C,,C,,C,37.7,mm,1.2,mm,36.5,mm,-9999.9,hPa,-9999.9,hPa,-9999.9,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1956.04,3012205,Apr,Monthly,AB,Apr-56,,C,,C,,C,21.1,mm,1.7,mm,19.4,mm,-9999.9,hPa,-9999.9,hPa,-9999.9,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1956.05,3012205,May,Monthly,AB,May-56,,C,,C,,C,11.2,mm,11,mm,0.2,mm,-9999.9,hPa,-9999.9,hPa,-9999.9,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1956.06,3012205,Jun,Monthly,AB,Jun-56,,C,,C,,C,142.5,mm,142.5,mm,0,mm,-9999.9,hPa,-9999.9,hPa,-9999.9,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1956.07,3012205,Jul,Monthly,AB,Jul-56,,C,,C,,C,76.8,mm,76.8,mm,0,mm,-9999.9,hPa,-9999.9,hPa,-9999.9,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1956.08,3012205,Aug,Monthly,AB,Aug-56,,C,,C,,C,113.2,mm,113.2,mm,0,mm,-9999.9,hPa,-9999.9,hPa,-9999.9,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1956.09,3012205,Sep,Monthly,AB,Sep-56,,C,,C,,C,42.5,mm,36,mm,6.5,mm,-9999.9,hPa,-9999.9,hPa,-9999.9,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1956.10,3012205,Oct,Monthly,AB,Oct-56,,C,,C,,C,17.4,mm,7.9,mm,9.5,mm,-9999.9,hPa,-9999.9,hPa,-9999.9,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1956.11,3012205,Nov,Monthly,AB,Nov-56,,C,,C,,C,15.3,mm,10.9,mm,4.4,mm,-9999.9,hPa,-9999.9,hPa,-9999.9,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1956.12,3012205,Dec,Monthly,AB,Dec-56,,C,,C,,C,39.2,mm,3.7,mm,35.4,mm,-9999.9,hPa,-9999.9,hPa,-9999.9,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1957.01,3012205,Jan,Monthly,AB,Jan-57,,C,,C,,C,19.4,mm,0,mm,19.4,mm,-9999.9,hPa,-9999.9,hPa,-9999.9,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1957.02,3012205,Feb,Monthly,AB,Feb-57,,C,,C,,C,23,mm,0.3,mm,22.7,mm,-9999.9,hPa,-9999.9,hPa,-9999.9,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1957.03,3012205,Mar,Monthly,AB,Mar-57,,C,,C,,C,22.2,mm,0.9,mm,21.3,mm,-9999.9,hPa,-9999.9,hPa,-9999.9,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1957.04,3012205,Apr,Monthly,AB,Apr-57,,C,,C,,C,23.9,mm,20.4,mm,3.5,mm,-9999.9,hPa,-9999.9,hPa,-9999.9,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1957.05,3012205,May,Monthly,AB,May-57,,C,,C,,C,17.1,mm,16.4,mm,0.6,mm,-9999.9,hPa,-9999.9,hPa,-9999.9,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1957.06,3012205,Jun,Monthly,AB,Jun-57,,C,,C,,C,35.5,mm,35.5,mm,0,mm,-9999.9,hPa,-9999.9,hPa,-9999.9,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1957.07,3012205,Jul,Monthly,AB,Jul-57,,C,,C,,C,40,mm,40,mm,0,mm,-9999.9,hPa,-9999.9,hPa,-9999.9,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1957.08,3012205,Aug,Monthly,AB,Aug-57,,C,,C,,C,100.8,mm,100.8,mm,0,mm,-9999.9,hPa,-9999.9,hPa,-9999.9,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1957.09,3012205,Sep,Monthly,AB,Sep-57,,C,,C,,C,24.3,mm,23.9,mm,0.4,mm,-9999.9,hPa,-9999.9,hPa,-9999.9,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1957.10,3012205,Oct,Monthly,AB,Oct-57,,C,,C,,C,37.6,mm,6.3,mm,31.2,mm,-9999.9,hPa,-9999.9,hPa,-9999.9,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1957.11,3012205,Nov,Monthly,AB,Nov-57,,C,,C,,C,38,mm,15.2,mm,22.8,mm,-9999.9,hPa,-9999.9,hPa,-9999.9,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1957.12,3012205,Dec,Monthly,AB,Dec-57,,C,,C,,C,22.3,mm,2.2,mm,20.1,mm,-9999.9,hPa,-9999.9,hPa,-9999.9,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1958.01,3012205,Jan,Monthly,AB,Jan-58,,C,,C,,C,27.2,mm,0.3,mm,26.9,mm,-9999.9,hPa,-9999.9,hPa,-9999.9,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1958.02,3012205,Feb,Monthly,AB,Feb-58,,C,,C,,C,28.5,mm,0.9,mm,27.6,mm,-9999.9,hPa,-9999.9,hPa,-9999.9,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1958.03,3012205,Mar,Monthly,AB,Mar-58,,C,,C,,C,16.1,mm,2.8,mm,13.4,mm,-9999.9,hPa,-9999.9,hPa,-9999.9,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1958.04,3012205,Apr,Monthly,AB,Apr-58,,C,,C,,C,14.7,mm,11.5,mm,3.2,mm,-9999.9,hPa,-9999.9,hPa,-9999.9,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1958.05,3012205,May,Monthly,AB,May-58,,C,,C,,C,31.3,mm,28.5,mm,2.8,mm,-9999.9,hPa,-9999.9,hPa,-9999.9,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1958.06,3012205,Jun,Monthly,AB,Jun-58,,C,,C,,C,65.5,mm,65.5,mm,0,mm,-9999.9,hPa,-9999.9,hPa,-9999.9,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1958.07,3012205,Jul,Monthly,AB,Jul-58,,C,,C,,C,67.4,mm,67.4,mm,0,mm,-9999.9,hPa,-9999.9,hPa,-9999.9,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1958.08,3012205,Aug,Monthly,AB,Aug-58,,C,,C,,C,79.9,mm,79.9,mm,0,mm,-9999.9,hPa,-9999.9,hPa,-9999.9,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1958.09,3012205,Sep,Monthly,AB,Sep-58,,C,,C,,C,114.7,mm,112,mm,2.6,mm,-9999.9,hPa,-9999.9,hPa,-9999.9,kph
-113.5833,53.3167,53.3167,-113.5833,3012205.1958.10,3012205,Oct,Monthly,AB,Oct-58,,C,,C,,C,8.8,mm,6.6,mm,2.2,mm,-9999.9,hPa,-9999.9,hPa,-9999.9,kph
